Timestamp,Latency,Status
1766763713.758931,0.06763720512390137,Success
1766763713.834852,0.024562835693359375,Failure
1766763714.0552835,0.018746137619018555,Failure
1766763714.2735074,0.016411542892456055,Failure
1766763714.492637,0.01633477210998535,Failure
1766763714.7107182,0.015146017074584961,Failure
1766763714.9742286,0.05701565742492676,Success
1766763715.0412898,0.016109466552734375,Failure
1766763715.260792,0.017531633377075195,Failure
1766763715.4801567,0.01705622673034668,Failure
1766763715.6998734,0.017792940139770508,Failure
1766763715.9206634,0.018275976181030273,Failure
1766763716.1964843,0.06450986862182617,Success
1766763716.2615035,0.06151747703552246,Success
1766763716.3239894,0.058354854583740234,Success
1766763716.3846283,0.016622066497802734,Failure
1766763716.607184,0.02028369903564453,Failure
1766763716.826685,0.017633914947509766,Failure
1766763717.0449219,0.016042232513427734,Failure
1766763717.2628381,0.01605534553527832,Failure
1766763717.5243142,0.012585163116455078,Failure
1766763717.7310321,0.005747556686401367,Failure
1766763717.9379513,0.005426645278930664,Failure
1766763718.1441565,0.004880189895629883,Failure
1766763718.3512352,0.006395101547241211,Failure
1766763718.63078,0.0712900161743164,Success
1766763718.7045407,0.06497836112976074,Success
1766763718.781687,0.07093334197998047,Success
1766763718.8501265,0.0631558895111084,Success
1766763718.9182086,0.016840457916259766,Failure
1766763719.135913,0.015572786331176758,Failure
1766763719.3550363,0.01690196990966797,Failure
1766763719.5732598,0.01585841178894043,Failure
1766763719.7910602,0.0156552791595459,Failure
1766763720.062409,0.06379127502441406,Success
1766763720.134033,0.06521153450012207,Success
1766763720.197262,0.01775527000427246,Failure
1766763720.4177945,0.01802206039428711,Failure
1766763720.637994,0.01731276512145996,Failure
1766763720.8570561,0.016960620880126953,Failure
1766763721.0773318,0.0180361270904541,Failure
1766763721.3395815,0.013965606689453125,Failure
1766763721.549038,0.008410453796386719,Failure
1766763721.756737,0.006493806838989258,Failure
1766763721.9663832,0.008846521377563477,Failure
1766763722.1737409,0.006316184997558594,Failure
1766763722.4393606,0.05999112129211426,Success
1766763722.5180082,0.07178688049316406,Success
1766763722.5916946,0.06559324264526367,Success
1766763722.6650505,0.018383502960205078,Failure
1766763722.887734,0.020847558975219727,Failure
1766763723.1064665,0.016694068908691406,Failure
1766763723.3279326,0.019341468811035156,Failure
1766763723.5475547,0.017467975616455078,Failure
1766763723.8137512,0.060616493225097656,Success
1766763723.8948772,0.07210636138916016,Success
1766763723.956278,0.05738234519958496,Success
1766763724.0225751,0.062105417251586914,Success
1766763724.0925062,0.021900177001953125,Failure
1766763724.3116856,0.01717686653137207,Failure
1766763724.532147,0.018585205078125,Failure
